BRANCH_ID,BRANCH_NAME,NUMBER_OF_HOLDS,TITLE,AUTHOR,WEB_LINK,DATE
EPLABB,Abbottsfield - Penny McKee Branch,4,The widow / Fiona Barton,BARTON FIONA,http://epl.bibliocommons.com/search?t=smart&q=the%20widow%20/,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The high mountains of Portugal : a novel / Yann Martel,MARTEL YANN,http://epl.bibliocommons.com/search?t=smart&q=the%20high%20mountains,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],RIORDAN JANE,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Private Paris / James Patterson and Mark Sullivan,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Old school / by Jeff Kinney,KINNEY JEFF,http://epl.bibliocommons.com/search?t=smart&q=old%20school%20/,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Cometh the hour / Jeffrey Archer,ARCHER JEFFREY,http://epl.bibliocommons.com/search?t=smart&q=cometh%20the%20hour,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Find her : a novel / Lisa Gardner,GARDNER LISA,http://epl.bibliocommons.com/search?t=smart&q=find%20her%20%3A,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Property of a Noble Woman  / by Danielle  Steel,STEEL DANIELLE,http://epl.bibliocommons.com/search?t=smart&q=property%20of%20a,March 21 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The high mountains of Portugal : a novel / Yann Martel,MARTEL YANN,http://epl.bibliocommons.com/search?t=smart&q=the%20high%20mountains,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Cometh the hour / Jeffrey Archer,ARCHER JEFFREY,http://epl.bibliocommons.com/search?t=smart&q=cometh%20the%20hour,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Private Paris / James Patterson and Mark Sullivan,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Rogue lawyer / John Grisham,GRISHAM JOHN,http://epl.bibliocommons.com/search?t=smart&q=rogue%20lawyer%20/,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Old school / by Jeff Kinney,KINNEY JEFF,http://epl.bibliocommons.com/search?t=smart&q=old%20school%20/,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian : a novel / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%3A,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Find her : a novel / Lisa Gardner,GARDNER LISA,http://epl.bibliocommons.com/search?t=smart&q=find%20her%20%3A,March 14 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,Private Paris / James Patterson and Mark Sullivan,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Find her : a novel / Lisa Gardner,GARDNER LISA,http://epl.bibliocommons.com/search?t=smart&q=find%20her%20%3A,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The Martian : a novel / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%3A,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Rogue lawyer / John Grisham,GRISHAM JOHN,http://epl.bibliocommons.com/search?t=smart&q=rogue%20lawyer%20/,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Cometh the hour / Jeffrey Archer,ARCHER JEFFREY,http://epl.bibliocommons.com/search?t=smart&q=cometh%20the%20hour,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,The guilty [large print] / David Baldacci,BALDACCI DAVID,http://epl.bibliocommons.com/search?t=smart&q=the%20guilty%20%5Blarge,March 07 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Find her : a novel / Lisa Gardner,GARDNER LISA,http://epl.bibliocommons.com/search?t=smart&q=find%20her%20%3A,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Cometh the Hour  / by Jeffrey  Archer,ARCHER JEFFREY,http://epl.bibliocommons.com/search?t=smart&q=cometh%20the%20hour,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Rogue lawyer / John Grisham,GRISHAM JOHN,http://epl.bibliocommons.com/search?t=smart&q=rogue%20lawyer%20/,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Private Paris  / by James  Patterson,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The high mountains of Portugal : a novel / Yann Martel,MARTEL YANN,http://epl.bibliocommons.com/search?t=smart&q=the%20high%20mountains,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,February 29 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The nightingale / Kristin Hannah,HANNAH KRISTIN,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The high mountains of Portugal : a novel / Yann Martel,MARTEL YANN,http://epl.bibliocommons.com/search?t=smart&q=the%20high%20mountains,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Cometh the Hour  / by Jeffrey  Archer,ARCHER JEFFREY,http://epl.bibliocommons.com/search?t=smart&q=cometh%20the%20hour,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Private Paris  / by James  Patterson,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,February 22 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Private Paris  / by James  Patterson,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The high mountains of Portugal : a novel / Yann Martel,MARTEL YANN,http://epl.bibliocommons.com/search?t=smart&q=the%20high%20mountains,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The nightingale / Kristin Hannah,HANNAH KRISTIN,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Me before you / Jojo Moyes,MOYES JOJO,http://epl.bibliocommons.com/search?t=smart&q=me%20before%20you,February 15 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Private Paris  / by James  Patterson,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The nightingale / Kristin Hannah,HANNAH KRISTIN,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The high mountains of Portugal : a novel / Yann Martel,MARTEL YANN,http://epl.bibliocommons.com/search?t=smart&q=the%20high%20mountains,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Why not me? / Mindy Kaling,KALING MINDY,http://epl.bibliocommons.com/search?t=smart&q=why%20not%20me%3F,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,The guilty [large print] / David Baldacci,BALDACCI DAVID,http://epl.bibliocommons.com/search?t=smart&q=the%20guilty%20%5Blarge,February 08 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Private Paris  / by James  Patterson,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=private%20paris%20/,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,NYPD Red. 4 / James Patterson and Marshall Karp,PATTERSON JAMES,http://epl.bibliocommons.com/search?t=smart&q=nypd%20red.%204,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The girl on the train / Paula Hawkins,HAWKINS PAULA,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,3,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,February 01 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,My secret sister / Helen Edwards & Jenny Lee Smith ; with Jacquie Buttriss,EDWARDS HELEN,http://epl.bibliocommons.com/search?t=smart&q=my%20secret%20sister,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The girl on the train / Paula Hawkins,HAWKINS PAULA,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian : a novel / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%3A,January 25 2016
EPLABB,Abbottsfield - Penny McKee Branch,8,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,7,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond? ; translated from the Japanese by Cathy Hirano,KOND MARIE,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Why not me? / Mindy Kaling,KALING MINDY,http://epl.bibliocommons.com/search?t=smart&q=why%20not%20me%3F,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Furiously happy : a funny book about horrible things / Jenny Lawson,LAWSON JENNY,http://epl.bibliocommons.com/search?t=smart&q=furiously%20happy%20%3A,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian : a novel / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%3A,January 18 2016
EPLABB,Abbottsfield - Penny McKee Branch,9,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Furiously happy : a funny book about horrible things / Jenny Lawson,LAWSON JENNY,http://epl.bibliocommons.com/search?t=smart&q=furiously%20happy%20%3A,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,All the light we cannot see [large print] / Anthony Doerr,DOERR ANTHONY,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Rogue lawyer / John Grisham,GRISHAM JOHN,http://epl.bibliocommons.com/search?t=smart&q=rogue%20lawyer%20/,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Why not me? / Mindy Kaling,KALING MINDY,http://epl.bibliocommons.com/search?t=smart&q=why%20not%20me%3F,January 11 2016
EPLABB,Abbottsfield - Penny McKee Branch,9,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,6,Furiously happy : a funny book about horrible things / Jenny Lawson,LAWSON JENNY,http://epl.bibliocommons.com/search?t=smart&q=furiously%20happy%20%3A,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The illegal : a novel / Lawrence Hill,HILL LAWRENCE,http://epl.bibliocommons.com/search?t=smart&q=the%20illegal%20%3A,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Why not me? / Mindy Kaling,KALING MINDY,http://epl.bibliocommons.com/search?t=smart&q=why%20not%20me%3F,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,All the light we cannot see [large print] / Anthony Doerr,DOERR ANTHONY,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,"The ketogenic cookbook : nutritious low-carb, high-fat paleo meals to heal your body / Jimmy Moore and Maria Emmerich",MOORE JIMMY,http://epl.bibliocommons.com/search?t=smart&q=the%20ketogenic%20cookbook,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,4,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,January 04 2016
EPLABB,Abbottsfield - Penny McKee Branch,9,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,The Martian [large print] / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%5Blarge,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,Avenue of mysteries / John Irving,IRVING JOHN,http://epl.bibliocommons.com/search?t=smart&q=avenue%20of%20mysteries,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,Furiously happy : a funny book about horrible things / Jenny Lawson,LAWSON JENNY,http://epl.bibliocommons.com/search?t=smart&q=furiously%20happy%20%3A,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,4,Career of evil / Robert Galbraith,GALBRAITH ROBERT,http://epl.bibliocommons.com/search?t=smart&q=career%20of%20evil,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,4,All the light we cannot see [large print] / Anthony Doerr,DOERR ANTHONY,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,4,Fifteen dogs : an apologue / Andre Alexis,ALEXIS ANDRE,http://epl.bibliocommons.com/search?t=smart&q=fifteen%20dogs%20%3A,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,4,The magic strings of Frankie Presto / Mitch Albom,ALBOM MITCH,http://epl.bibliocommons.com/search?t=smart&q=the%20magic%20strings,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,4,All the light we cannot see : a novel / Anthony Doerr,DOERR ANTHONY,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,December 28 2015
EPLABB,Abbottsfield - Penny McKee Branch,9,Troublemaker : surviving Hollywood and Scientology / Leah Remini with Rebecca Paley,REMINI LEAH,http://epl.bibliocommons.com/search?t=smart&q=troublemaker%20%3A%20surviving,December 21 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,Modern welding / by Andrew D. Althouse [and others],ALTHOUSE ANDREW D ANDREW DANIEL 001980,http://epl.bibliocommons.com/search?t=smart&q=modern%20welding%20/,December 21 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,Furiously happy : a funny book about horrible things / Jenny Lawson,LAWSON JENNY,http://epl.bibliocommons.com/search?t=smart&q=furiously%20happy%20%3A,December 21 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,The Martian : a novel / Andy Weir,WEIR ANDY,http://epl.bibliocommons.com/search?t=smart&q=the%20martian%20%3A,December 21 2015
EPLABB,Abbottsfield - Penny McKee Branch,5,Pretty girls : a novel / Karin Slaughter,SLAUGHTER KARIN,http://epl.bibliocommons.com/search?t=smart&q=pretty%20girls%20%3A,December 21 2015
