BRANCH_ID,BRANCH_NAME,NUMBER_OF_HOLDS,TITLE,AUTHOR,WEB_LINK,DATE
EPLCSD,Castle Downs Branch,18,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,May 18 2015
EPLCSD,Castle Downs Branch,17,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,May 18 2015
EPLCSD,Castle Downs Branch,15,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,May 18 2015
EPLCSD,Castle Downs Branch,13,The liar / Nora Roberts,Roberts Nora,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/,May 18 2015
EPLCSD,Castle Downs Branch,12,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,May 18 2015
EPLCSD,Castle Downs Branch,11,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,May 18 2015
EPLCSD,Castle Downs Branch,11,My secret sister / Helen Edwards & Jenny Lee Smith ; with Jacquie Buttriss. --,Edwards Helen,http://epl.bibliocommons.com/search?t=smart&q=my%20secret%20sister,May 18 2015
EPLCSD,Castle Downs Branch,56,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,May 11 2015
EPLCSD,Castle Downs Branch,18,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,May 11 2015
EPLCSD,Castle Downs Branch,16,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,May 11 2015
EPLCSD,Castle Downs Branch,15,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,May 11 2015
EPLCSD,Castle Downs Branch,15,The liar / Nora Roberts,Roberts Nora,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/,May 11 2015
EPLCSD,Castle Downs Branch,15,Heir  / by Kiera  Cass,Cass Kiera,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by,May 11 2015
EPLCSD,Castle Downs Branch,14,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,May 11 2015
EPLCSD,Castle Downs Branch,13,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,May 11 2015
EPLCSD,Castle Downs Branch,12,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,May 11 2015
EPLCSD,Castle Downs Branch,12,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the,May 11 2015
EPLCSD,Castle Downs Branch,57,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,May 04 2015
EPLCSD,Castle Downs Branch,18,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,May 04 2015
EPLCSD,Castle Downs Branch,15,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,May 04 2015
EPLCSD,Castle Downs Branch,15,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,May 04 2015
EPLCSD,Castle Downs Branch,15,Heir  / by Kiera  Cass,Cass Kiera,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by,May 04 2015
EPLCSD,Castle Downs Branch,13,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,May 04 2015
EPLCSD,Castle Downs Branch,13,The liar / Nora Roberts,Roberts Nora,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/,May 04 2015
EPLCSD,Castle Downs Branch,12,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,May 04 2015
EPLCSD,Castle Downs Branch,12,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,May 04 2015
EPLCSD,Castle Downs Branch,12,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the,May 04 2015
EPLCSD,Castle Downs Branch,56,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,April 27 2015
EPLCSD,Castle Downs Branch,17,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,April 27 2015
EPLCSD,Castle Downs Branch,16,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,April 27 2015
EPLCSD,Castle Downs Branch,15,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,April 27 2015
EPLCSD,Castle Downs Branch,15,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,April 27 2015
EPLCSD,Castle Downs Branch,14,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,April 27 2015
EPLCSD,Castle Downs Branch,14,Heir  / by Kiera  Cass,Cass Kiera,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by,April 27 2015
EPLCSD,Castle Downs Branch,13,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,April 27 2015
EPLCSD,Castle Downs Branch,13,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the,April 27 2015
EPLCSD,Castle Downs Branch,12,How to be a woman / Caitlin Moran,Moran Caitlin,http://epl.bibliocommons.com/search?t=smart&q=how%20to%20be,April 27 2015
EPLCSD,Castle Downs Branch,54,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,April 20 2015
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,April 20 2015
EPLCSD,Castle Downs Branch,16,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,April 20 2015
EPLCSD,Castle Downs Branch,15,The liar / Nora Roberts,Roberts Nora,http://epl.bibliocommons.com/search?t=smart&q=the%20liar%20/,April 20 2015
EPLCSD,Castle Downs Branch,14,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,April 20 2015
EPLCSD,Castle Downs Branch,13,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,April 20 2015
EPLCSD,Castle Downs Branch,13,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,April 20 2015
EPLCSD,Castle Downs Branch,13,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,April 20 2015
EPLCSD,Castle Downs Branch,13,How to be a woman / Caitlin Moran,Moran Caitlin,http://epl.bibliocommons.com/search?t=smart&q=how%20to%20be,April 20 2015
EPLCSD,Castle Downs Branch,13,Heir  / by Kiera  Cass,Cass Kiera,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by,April 20 2015
EPLCSD,Castle Downs Branch,55,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,April 13 2015
EPLCSD,Castle Downs Branch,20,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,April 13 2015
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,April 13 2015
EPLCSD,Castle Downs Branch,15,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,April 13 2015
EPLCSD,Castle Downs Branch,14,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the,April 13 2015
EPLCSD,Castle Downs Branch,13,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kond?o ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,April 13 2015
EPLCSD,Castle Downs Branch,13,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,April 13 2015
EPLCSD,Castle Downs Branch,13,How to be a woman / Caitlin Moran,Moran Caitlin,http://epl.bibliocommons.com/search?t=smart&q=how%20to%20be,April 13 2015
EPLCSD,Castle Downs Branch,13,Heir  / by Kiera  Cass,Cass Kiera,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by,April 13 2015
EPLCSD,Castle Downs Branch,12,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,April 13 2015
EPLCSD,Castle Downs Branch,54,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,April 06 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,April 06 2015
EPLCSD,Castle Downs Branch,22,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,April 06 2015
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,April 06 2015
EPLCSD,Castle Downs Branch,16,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,April 06 2015
EPLCSD,Castle Downs Branch,14,The ghost bride / Yangsze Choo. --,Choo Yangsze,http://epl.bibliocommons.com/search?t=smart&q=the%20ghost%20bride,April 06 2015
EPLCSD,Castle Downs Branch,13,The life-changing magic of tidying up : the Japanese art of decluttering and organizing / Marie Kondo ; translated from the Japanese by Cathy Hirano,Kond o Marie,http://epl.bibliocommons.com/search?t=smart&q=the%20life-changing%20magic,April 06 2015
EPLCSD,Castle Downs Branch,13,How to be a woman / Caitlin Moran,Moran Caitlin,http://epl.bibliocommons.com/search?t=smart&q=how%20to%20be,April 06 2015
EPLCSD,Castle Downs Branch,13,Heir  / by Kiera  Cass,Cass Kiera,http://epl.bibliocommons.com/search?t=smart&q=heir%20/%20by,April 06 2015
EPLCSD,Castle Downs Branch,12,Yes please / Amy Poehler,Poehler Amy,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/,April 06 2015
EPLCSD,Castle Downs Branch,53,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,March 30 2015
EPLCSD,Castle Downs Branch,23,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,March 30 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,March 30 2015
EPLCSD,Castle Downs Branch,19,"Beep, beep / Petr Horaaecek. --",Horaaecek Petr,http://epl.bibliocommons.com/search?t=smart&q=beep%2C%20beep%20/,March 30 2015
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,March 30 2015
EPLCSD,Castle Downs Branch,15,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,March 30 2015
EPLCSD,Castle Downs Branch,13,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,March 30 2015
EPLCSD,Castle Downs Branch,13,A spool of blue thread / Anne Tyler,Tyler Anne,http://epl.bibliocommons.com/search?t=smart&q=a%20spool%20of,March 30 2015
EPLCSD,Castle Downs Branch,13,How to be a woman / Caitlin Moran,Moran Caitlin,http://epl.bibliocommons.com/search?t=smart&q=how%20to%20be,March 30 2015
EPLCSD,Castle Downs Branch,12,Mightier than the sword / Jeffrey Archer,Archer Jeffrey,http://epl.bibliocommons.com/search?t=smart&q=mightier%20than%20the,March 30 2015
EPLCSD,Castle Downs Branch,51,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,March 23 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,March 23 2015
EPLCSD,Castle Downs Branch,22,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,March 23 2015
EPLCSD,Castle Downs Branch,18,Farm / [written by Laura Green ; illustrations by Sophie Hinton]. --,Green Laura childrens author,http://epl.bibliocommons.com/search?t=smart&q=farm%20/%20%5Bwritten,March 23 2015
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,March 23 2015
EPLCSD,Castle Downs Branch,15,The nightingale / Kristin Hannah,Hannah Kristin,http://epl.bibliocommons.com/search?t=smart&q=the%20nightingale%20/,March 23 2015
EPLCSD,Castle Downs Branch,14,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,March 23 2015
EPLCSD,Castle Downs Branch,14,Big little lies / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies,March 23 2015
EPLCSD,Castle Downs Branch,12,Yes please / Amy Poehler,Poehler Amy,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/,March 23 2015
EPLCSD,Castle Downs Branch,12,Obsession in death / J. D. Robb,Robb J D,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death,March 23 2015
EPLCSD,Castle Downs Branch,48,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,March 16 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,March 16 2015
EPLCSD,Castle Downs Branch,22,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,March 16 2015
EPLCSD,Castle Downs Branch,19,Silly Sally / by Audrey Wood,Wood Audrey,http://epl.bibliocommons.com/search?t=smart&q=silly%20sally%20/,March 16 2015
EPLCSD,Castle Downs Branch,17,Baby animal farm / Karen Blair. --,Blair Karen,http://epl.bibliocommons.com/search?t=smart&q=baby%20animal%20farm,March 16 2015
EPLCSD,Castle Downs Branch,17,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,March 16 2015
EPLCSD,Castle Downs Branch,14,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,March 16 2015
EPLCSD,Castle Downs Branch,14,Big little lies / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies,March 16 2015
EPLCSD,Castle Downs Branch,14,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,March 16 2015
EPLCSD,Castle Downs Branch,13,Obsession in death / J. D. Robb,Robb J D,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death,March 16 2015
EPLCSD,Castle Downs Branch,47,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,March 09 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,March 09 2015
EPLCSD,Castle Downs Branch,22,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,March 09 2015
EPLCSD,Castle Downs Branch,18,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,March 09 2015
EPLCSD,Castle Downs Branch,17,Baby animal farm / Karen Blair. --,Blair Karen,http://epl.bibliocommons.com/search?t=smart&q=baby%20animal%20farm,March 09 2015
EPLCSD,Castle Downs Branch,17,Silly Sally / by Audrey Wood,Wood Audrey,http://epl.bibliocommons.com/search?t=smart&q=silly%20sally%20/,March 09 2015
EPLCSD,Castle Downs Branch,16,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,March 09 2015
EPLCSD,Castle Downs Branch,15,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina,March 09 2015
EPLCSD,Castle Downs Branch,14,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,March 09 2015
EPLCSD,Castle Downs Branch,13,Obsession in death / J. D. Robb,Robb J D,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death,March 09 2015
EPLCSD,Castle Downs Branch,13,Diary of a wimpy kid. The long haul / by Jeff Kinney,Kinney Jeff,http://epl.bibliocommons.com/search?t=smart&q=diary%20of%20a,March 02 2015
EPLCSD,Castle Downs Branch,14,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,March 02 2015
EPLCSD,Castle Downs Branch,14,Big little lies / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies,March 02 2015
EPLCSD,Castle Downs Branch,14,Obsession in death / J. D. Robb,Robb J D,http://epl.bibliocommons.com/search?t=smart&q=obsession%20in%20death,March 02 2015
EPLCSD,Castle Downs Branch,17,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina,March 02 2015
EPLCSD,Castle Downs Branch,17,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,March 02 2015
EPLCSD,Castle Downs Branch,18,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,March 02 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,March 02 2015
EPLCSD,Castle Downs Branch,23,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,March 02 2015
EPLCSD,Castle Downs Branch,42,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,March 02 2015
EPLCSD,Castle Downs Branch,13,"American sniper : the autobiography of the most lethal sniper in U.S. military history / Chris Kyle, with Scott McEwen and Jim DeFelice",Kyle Chris-002013,http://epl.bibliocommons.com/search?t=smart&q=american%20sniper%20%3A,February 23 2015
EPLCSD,Castle Downs Branch,14,Big little lies / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=big%20little%20lies,February 23 2015
EPLCSD,Castle Downs Branch,14,Diary of a wimpy kid. The long haul / by Jeff Kinney,Kinney Jeff,http://epl.bibliocommons.com/search?t=smart&q=diary%20of%20a,February 23 2015
EPLCSD,Castle Downs Branch,15,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,February 23 2015
EPLCSD,Castle Downs Branch,17,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,February 23 2015
EPLCSD,Castle Downs Branch,18,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,February 23 2015
EPLCSD,Castle Downs Branch,20,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina,February 23 2015
EPLCSD,Castle Downs Branch,23,Who can jump? / Sebastien Braun. --,Braun Sebastien,http://epl.bibliocommons.com/search?t=smart&q=who%20can%20jump%3F,February 23 2015
EPLCSD,Castle Downs Branch,23,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,February 23 2015
EPLCSD,Castle Downs Branch,38,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,February 23 2015
EPLCSD,Castle Downs Branch,12,Gray Mountain / John Grisham,Grisham John,http://epl.bibliocommons.com/search?t=smart&q=gray%20mountain%20/,February 16 2015
EPLCSD,Castle Downs Branch,12,Leaving time : a novel / Jodi Picoult,Picoult Jodi,http://epl.bibliocommons.com/search?t=smart&q=leaving%20time%20%3A,February 16 2015
EPLCSD,Castle Downs Branch,12,Shopaholic to the stars : a novel / Sophie Kinsella,Kinsella Sophie,http://epl.bibliocommons.com/search?t=smart&q=shopaholic%20to%20the,February 16 2015
EPLCSD,Castle Downs Branch,14,Diary of a wimpy kid. The long haul / by Jeff Kinney,Kinney Jeff,http://epl.bibliocommons.com/search?t=smart&q=diary%20of%20a,February 16 2015
EPLCSD,Castle Downs Branch,15,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,February 16 2015
EPLCSD,Castle Downs Branch,16,The husband's secret / Liane Moriarty,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,February 16 2015
EPLCSD,Castle Downs Branch,18,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,February 16 2015
EPLCSD,Castle Downs Branch,24,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,February 16 2015
EPLCSD,Castle Downs Branch,24,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina,February 16 2015
EPLCSD,Castle Downs Branch,37,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,February 16 2015
EPLCSD,Castle Downs Branch,34,The girl on the train / Paula Hawkins,Hawkins Paula,http://epl.bibliocommons.com/search?t=smart&q=the%20girl%20on,February 09 2015
EPLCSD,Castle Downs Branch,25,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina,February 09 2015
EPLCSD,Castle Downs Branch,24,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,February 09 2015
EPLCSD,Castle Downs Branch,18,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,February 09 2015
EPLCSD,Castle Downs Branch,17,Diary of a wimpy kid. The long haul / by Jeff Kinney,Kinney Jeff,http://epl.bibliocommons.com/search?t=smart&q=diary%20of%20a,February 09 2015
EPLCSD,Castle Downs Branch,17,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,February 09 2015
EPLCSD,Castle Downs Branch,15,The husband's secret / Liane Moriarty. --,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,February 09 2015
EPLCSD,Castle Downs Branch,14,Leaving time : a novel / Jodi Picoult,Picoult Jodi,http://epl.bibliocommons.com/search?t=smart&q=leaving%20time%20%3A,February 09 2015
EPLCSD,Castle Downs Branch,14,All the light we cannot see : a novel / Anthony Doerr,Doerr Anthony,http://epl.bibliocommons.com/search?t=smart&q=all%20the%20light,February 09 2015
EPLCSD,Castle Downs Branch,13,Yes please / Amy Poehler,Poehler Amy,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/,February 09 2015
EPLCSD,Castle Downs Branch,25,Sisters / Raina Telgemeier ; with color by Braden Lamb,Telgemeier Raina,http://epl.bibliocommons.com/search?t=smart&q=sisters%20/%20raina,February 02 2015
EPLCSD,Castle Downs Branch,19,Minecraft annual / [edited by Jane Riordan ; written by Jane Riordan with 3 others],Riordan Jane,http://epl.bibliocommons.com/search?t=smart&q=minecraft%20annual%20/,February 02 2015
EPLCSD,Castle Downs Branch,24,The maze runner / James Dashner,Dashner James,http://epl.bibliocommons.com/search?t=smart&q=the%20maze%20runner,February 02 2015
EPLCSD,Castle Downs Branch,14,Leaving time : a novel / Jodi Picoult,Picoult Jodi,http://epl.bibliocommons.com/search?t=smart&q=leaving%20time%20%3A,February 02 2015
EPLCSD,Castle Downs Branch,13,Shopaholic to the stars : a novel / Sophie Kinsella,Kinsella Sophie,http://epl.bibliocommons.com/search?t=smart&q=shopaholic%20to%20the,February 02 2015
EPLCSD,Castle Downs Branch,16,Diary of a wimpy kid. The long haul / by Jeff Kinney,Kinney Jeff,http://epl.bibliocommons.com/search?t=smart&q=diary%20of%20a,February 02 2015
EPLCSD,Castle Downs Branch,17,The Rosie project / Graeme Simsion. --,Simsion Graeme C,http://epl.bibliocommons.com/search?t=smart&q=the%20rosie%20project,February 02 2015
EPLCSD,Castle Downs Branch,15,The husband's secret / Liane Moriarty. --,Moriarty Liane,http://epl.bibliocommons.com/search?t=smart&q=the%20husband%27s%20secret,February 02 2015
EPLCSD,Castle Downs Branch,13,Yes please / Amy Poehler,Poehler Amy,http://epl.bibliocommons.com/search?t=smart&q=yes%20please%20/,February 02 2015
